UE ID,Internet usage,Data rate,optimal GU
1,114.92610816361044,12.997595566122607,38.649231220026486
2,139.03633066735264,15.7243469207125,46.75741115584086
3,122.08296792637799,13.807002325007034,41.05605706839442
4,131.1373911076141,14.831014470503973,44.10102657695356
5,114.86163246803626,12.990303671980291,38.62754827864671
6,118.23467547150621,13.3717787735632,39.761890344512295
7,127.35264248479943,14.402977423876125,42.82822941214747
8,109.16713221140931,12.346282809623672,36.71250860126065
9,115.15676268314836,13.02368149392749,38.72679949411156
10,115.37521819258038,13.048387771779922,38.800265285568685
11,118.68365022656954,13.42255568038584,39.91287891793283
12,107.20368360773809,12.12422612230371,36.052207993465814
13,122.8536211651154,13.894159536530907,41.31522494321728
14,121.04960002269729,13.690133335900288,40.70853920945978
15,116.2293547242555,13.144986546195561,39.08750828747376
16,115.2528236603811,13.034545533019289,38.759104450571094
17,116.26199242132749,13.148677714316799,39.098484226020545
18,123.62781310207255,13.98171695797249,41.57558286935135
19,123.14289357816263,13.926874868958867,41.41250620120194
20,115.61929887602464,13.0759921347885,38.882348729631275
