UE ID,Internet usage,Data rate,optimal GU
1,114.92610816361044,5.472671817314783,25.07893285649653
2,139.03633066735264,6.620777650826317,30.340214744383502
3,122.08296792637799,5.813474663160856,26.64068769464253
4,131.1373911076141,6.244637671791147,28.616524818555735
5,114.86163246803626,5.469601546096965,25.064863106236835
6,118.23467547150621,5.630222641500295,25.80092143412932
7,127.35264248479943,6.064411546895211,27.79062495901154
8,109.16713221140931,5.198434867209967,23.822221274287383
9,115.15676268314836,5.483655365864207,25.12926579912349
10,115.37521819258038,5.4940580091704945,25.17693669950218
11,118.68365022656954,5.651602391741407,25.898895757948463
12,107.20368360773809,5.104937314654195,23.393761662407446
13,122.8536211651154,5.850172436434066,26.808858018503344
14,121.04960002269729,5.76426666774749,26.41518833086374
15,116.2293547242555,5.5347311773455,25.36332457141781
16,115.2528236603811,5.488229698113385,25.15022802290923
17,116.26199242132749,5.536285353396547,25.37044670081502
18,123.62781310207255,5.887038719146312,26.977800549623847
19,123.14289357816263,5.8639473132458395,26.871982434181984
20,115.61929887602464,5.505680898858317,25.230199471290742
