UE ID,Internet usage,Data rate,optimal GU
1,114.92610816361044,6.840839771643478,28.039099335139607
2,139.03633066735264,8.275972063532896,33.92139131019146
3,122.08296792637799,7.2668433289510705,29.785194326281427
4,131.1373911076141,7.805797089738934,31.99424738705023
5,114.86163246803626,6.837001932621206,28.02336887613605
6,118.23467547150621,7.0377783018753695,28.846307104422262
7,127.35264248479943,7.580514433619014,31.07086327277606
8,109.16713221140931,6.498043584012459,26.634053072174126
9,115.15676268314836,6.854569207330259,28.09537327575035
10,115.37521819258038,6.867572511463117,28.14867096264803
11,118.68365022656954,7.064502989676758,28.955845728476852
12,107.20368360773809,6.381171643317743,26.155020663285768
13,122.8536211651154,7.312715545542583,29.973214464256895
14,121.04960002269729,7.205333334684362,29.53307837313526
15,116.2293547242555,6.918413971681875,28.35705893854047
16,115.2528236603811,6.860287122641732,28.118809754422585
17,116.26199242132749,6.920356691745684,28.365021721278826
18,123.62781310207255,7.35879839893289,30.162097956195055
19,123.14289357816263,7.329934141557299,30.04378970650559
20,115.61929887602464,6.8821011235728955,28.20822055184268
