UE ID,Internet usage,Data rate,optimal GU
1,114.92610816361044,13.681679543286956,39.653274556480866
2,139.03633066735264,16.55194412706579,47.972091645437615
3,122.08296792637799,14.533686657902141,42.122625774145355
4,131.1373911076141,15.611594179477867,45.24669857268639
5,114.86163246803626,13.674003865242412,39.63102832801568
6,118.23467547150621,14.075556603750739,40.79483873145333
7,127.35264248479943,15.161028867238027,43.94083623499999
8,109.16713221140931,12.996087168024918,37.66623907563345
9,115.15676268314836,13.709138414660519,39.732857926500756
10,115.37521819258038,13.735145022926234,39.80823223815457
11,118.68365022656954,14.129005979353517,40.94974973919502
12,107.20368360773809,12.762343286635486,36.98878494616728
13,122.8536211651154,14.625431091085167,42.38852640326952
14,121.04960002269729,14.410666669368725,41.76607997391543
15,116.2293547242555,13.83682794336375,40.10293733989713
16,115.2528236603811,13.720574245283464,39.7660021124933
17,116.26199242132749,13.840713383491368,40.11419841523995
18,123.62781310207255,14.71759679786578,42.65564799927686
19,123.14289357816263,14.659868283114598,42.4883348680254
20,115.61929887602464,13.764202247145791,39.892448074827385
